id,surname,first_name,age,sex,marital_status,occupation,borough,birthplace,household_id,annual_wage_cents
1902,Callahan,Margaret,0,F,single,none,Staten Island,Pennsylvania,633,29793
1903,Callahan,Margaret,29,F,married,baker,Staten Island,Pennsylvania,633,35494
1904,Callahan,Thomas,60,M,single,seamstress,Staten Island,Pennsylvania,633,37516
1905,Callahan,Marta,48,F,single,cobbler,Staten Island,Pennsylvania,633,38076
1906,Callahan,Ruth,30,F,married,nurse,Staten Island,Pennsylvania,633,41980
1907,Miller,Esther,3,F,single,none,Brooklyn,Ireland,634,33683
1908,Miller,Ellen,70,F,married,typesetter,Brooklyn,Ireland,634,52338
1909,Kelly,Thomas,0,M,single,none,Bronx,Ireland,635,27988
1910,Kelly,Abraham,28,M,married,typesetter,Bronx,Ireland,635,50469
1911,Kelly,Antonio,13,M,single,servant,Bronx,Ireland,635,15962
1912,Kelly,Daniel,58,M,single,typesetter,Bronx,Ireland,635,45380
1913,Kelly,Olga,36,F,married,driver,Bronx,Ireland,635,27331
1914,Jones,Wilhelm,8,M,single,none,Brooklyn,New York,636,20546
1915,Jones,Leah,5,F,single,none,Brooklyn,New York,636,27124
1916,Jones,Jacob,0,M,single,none,Brooklyn,New York,636,21647
1917,Jones,Otto,39,M,single,engineer,Brooklyn,New York,636,98996
1918,Roth,Daniel,64,M,married,machinist,Manhattan,Germany,637,58808
1919,Roth,Leah,31,F,single,none,Manhattan,Germany,637,33658
1920,Ferrari,Zofia,4,F,single,none,Manhattan,New York,638,28194
1921,Ferrari,Ellen,22,F,married,tailor,Manhattan,New York,638,42469
1922,Ferrari,Rebecca,5,F,single,none,Manhattan,New York,638,31948
1923,Ferrari,Otto,46,M,single,typesetter,Manhattan,New York,638,56992
1924,Conti,Giovanni,75,M,married,tailor,Brooklyn,Germany,639,40419
1925,Conti,Gertrud,1,F,single,none,Brooklyn,Germany,639,20811
1926,Smith,Esther,5,F,single,none,Brooklyn,Ireland,640,38877
1927,Smith,Luigi,74,M,single,bookkeeper,Brooklyn,Ireland,640,61645
1928,Smith,Karl,3,M,single,none,Brooklyn,Ireland,640,38262
1929,Russo,Patrick,3,M,single,none,Manhattan,Ireland,641,38604
1930,Russo,Sarah,73,F,married,porter,Manhattan,Ireland,641,24334
1931,Wagner,Heinrich,2,M,single,none,Manhattan,New York,642,33241
1932,Wagner,Giovanni,53,M,single,grocer,Manhattan,New York,642,40072
1933,Wagner,Thomas,11,M,single,none,Manhattan,New York,642,26587
1934,Wagner,Abraham,67,M,single,grocer,Manhattan,New York,642,47064
1935,Fischer,James,7,M,single,none,Manhattan,Ireland,643,29203
1936,Fischer,Greta,26,F,married,seamstress,Manhattan,Ireland,643,31819
1937,Levy,Salvatore,76,M,single,factory worker,Queens,Germany,644,25763
1938,Levy,Margaret,24,F,single,merchant,Queens,Germany,644,120255
1939,Levy,Boris,79,M,widowed,carpenter,Queens,Germany,644,59488
1940,Stein,Anna,45,F,single,factory worker,Manhattan,Germany,645,43309
1941,Williams,Greta,65,F,married,butcher,Manhattan,Italy,646,43149
1942,Williams,Rebecca,3,F,single,none,Manhattan,Italy,646,22571
1943,Williams,Ruth,1,F,single,none,Manhattan,Italy,646,26351
1944,Williams,Karl,4,M,single,none,Manhattan,Italy,646,39029
1945,Esposito,Patrick,4,M,single,none,Manhattan,Italy,647,34615
1946,Esposito,Angela,77,F,married,tailor,Manhattan,Italy,647,51519
1947,Esposito,Margaret,72,F,widowed,cobbler,Manhattan,Italy,647,30449
1948,Rossi,Margaret,65,F,widowed,bookkeeper,Brooklyn,Massachusetts,648,57670
1949,Rossi,Salvatore,33,M,single,driver,Brooklyn,Massachusetts,648,35198
1950,Rossi,Hilda,27,F,married,porter,Brooklyn,Massachusetts,648,36211
1951,Rossi,Karl,38,M,married,tailor,Brooklyn,Massachusetts,648,39234
1952,Wilson,Marta,34,F,single,engineer,Manhattan,Italy,649,99435
1953,Wilson,Abraham,0,M,single,none,Manhattan,Italy,649,28913
1954,Wilson,Ellen,63,F,married,bookkeeper,Manhattan,Italy,649,64100
1955,"O'Brien",Joseph,4,M,single,none,Manhattan,New York,650,28824
1956,"O'Brien",Abraham,36,M,single,laborer,Manhattan,New York,650,34702
1957,"O'Brien",Leah,30,F,married,cobbler,Manhattan,New York,650,41930
1958,"O'Brien",Heinrich,53,M,married,merchant,Manhattan,New York,650,124214
1959,McCarthy,Teresa,57,F,single,machinist,Queens,Ireland,651,55956
1960,Brown,Giuseppe,6,M,single,none,Manhattan,New York,652,31145
1961,Brown,Thomas,4,M,single,none,Manhattan,New York,652,27282
1962,Brown,Anna,17,F,married,none,Manhattan,New York,652,26290
1963,Brown,Esther,51,F,married,none,Manhattan,New York,652,26803
1964,Brown,Wilhelm,50,M,married,carpenter,Manhattan,New York,652,59416
1965,Esposito,Marta,60,F,single,none,Manhattan,New York,653,35829
1966,Smith,Leah,20,F,widowed,milliner,Manhattan,New York,654,27797
1967,Smith,Rebecca,11,F,single,none,Manhattan,New York,654,39646
1968,Smith,Angela,30,F,single,stevedore,Manhattan,New York,654,45171
1969,Wojcik,Samuel,13,M,single,none,Manhattan,Ireland,655,30702
1970,Wojcik,Heinrich,4,M,single,none,Manhattan,Ireland,655,32887
1971,Wojcik,Giuseppe,70,M,single,teacher,Manhattan,Ireland,655,56761
1972,Wojcik,Marta,75,F,single,laborer,Manhattan,Ireland,655,38373
1973,Weber,Josef,1,M,single,none,Manhattan,New York,656,26569
1974,Weber,Zofia,18,F,single,teacher,Manhattan,New York,656,66980
1975,Weber,Daniel,2,M,single,none,Manhattan,New York,656,37531
1976,Roth,Otto,2,M,single,none,Manhattan,Ireland,657,21912
1977,Walsh,Catherine,68,F,married,milliner,Manhattan,Ireland,658,25710
1978,Walsh,James,16,M,single,tailor,Manhattan,Ireland,658,43028
1979,Cohen,Zofia,56,F,married,merchant,Manhattan,Russia,659,123895
1980,Cohen,Thomas,7,M,single,none,Manhattan,Russia,659,38354
1981,Cohen,Wilhelm,78,M,single,nurse,Manhattan,Russia,659,39531
1982,Cohen,Otto,1,M,single,none,Manhattan,Russia,659,28185
1983,Ivanov,Joseph,20,M,widowed,porter,Brooklyn,New York,660,41611
1984,Ivanov,Catherine,4,F,single,none,Brooklyn,New York,660,22238
1985,Ivanov,Leah,58,F,married,porter,Brooklyn,New York,660,37529
1986,Ivanov,Boris,4,M,single,none,Brooklyn,New York,660,32157
1987,Klein,Daniel,8,M,single,none,Brooklyn,Germany,661,30844
1988,Klein,Salvatore,46,M,single,grocer,Brooklyn,Germany,661,50706
1989,Klein,Zofia,1,F,single,none,Brooklyn,Germany,661,32461
1990,McCarthy,Gertrud,50,F,single,grocer,Manhattan,England,662,40147
1991,McCarthy,Anna,6,F,single,none,Manhattan,England,662,37140
1992,McCarthy,Boris,20,M,divorced,seamstress,Manhattan,England,662,27204
1993,McCarthy,Stanislaw,9,M,single,none,Manhattan,England,662,39050
1994,Weber,John,2,M,single,none,Manhattan,Germany,663,31265
1995,Weber,Gertrud,73,F,married,shopkeeper,Manhattan,Germany,663,66286
1996,Weber,Hilda,40,F,married,factory worker,Manhattan,Germany,663,30650
1997,Goldberg,Daniel,42,M,married,nurse,Manhattan,New York,664,40123
1998,Goldberg,Friedrich,7,M,single,none,Manhattan,New York,664,38049
1999,Goldberg,Giuseppe,36,M,married,baker,Manhattan,New York,664,40906
2000,Goldberg,Maria,76,F,married,merchant,Manhattan,New York,664,127446
2001,Goldberg,Isaac,21,M,single,cobbler,Manhattan,New York,664,32238
2002,Wagner,Zofia,68,F,single,porter,Manhattan,New York,665,28063
2003,Wagner,Bridget,37,F,married,grocer,Manhattan,New York,665,44028
2004,Wagner,Luigi,19,M,single,typesetter,Manhattan,New York,665,48719
2005,Schmidt,Catherine,3,F,single,none,Manhattan,Ireland,666,30695
2006,Schmidt,Michael,9,M,single,none,Manhattan,Ireland,666,35584
2007,Schmidt,Hilda,48,F,married,engineer,Manhattan,Ireland,666,86775
2008,Wilson,Patrick,12,M,single,driver,Bronx,Italy,667,40114
2009,Wilson,Boris,76,M,single,washerwoman,Bronx,Italy,667,34877
2010,Wilson,Margaret,16,F,single,machinist,Bronx,Italy,667,46253
2011,Lewandowski,Anna,20,F,single,grocer,Manhattan,Russia,668,36079
2012,McCarthy,Karl,3,M,single,none,Queens,New York,669,24887
2013,McCarthy,Olga,3,F,single,none,Queens,New York,669,22176
2014,McCarthy,Leah,68,F,married,merchant,Queens,New York,669,124726
2015,Lewandowski,Rosa,53,F,single,seamstress,Manhattan,Ireland,670,34396
2016,Murphy,Angela,41,F,single,engineer,Queens,New York,671,101766
2017,Murphy,Ruth,0,F,single,none,Queens,Russia,672,32581
2018,Murphy,Daniel,3,M,single,none,Queens,Russia,672,38592
2019,"O'Brien",Giuseppe,17,M,married,seamstress,Brooklyn,New York,673,24420
2020,"O'Brien",Marta,67,F,single,machinist,Brooklyn,New York,673,43812
2021,"O'Brien",Samuel,2,M,single,none,Brooklyn,New York,673,30191
2022,Johnson,Heinrich,44,M,married,milliner,Brooklyn,Italy,674,39095
2023,Johnson,Boris,3,M,single,none,Brooklyn,Italy,674,39224
2024,Johnson,John,39,M,widowed,grocer,Brooklyn,Italy,674,54510
2025,Williams,Heinrich,3,M,single,none,Manhattan,Russia,675,29469
2026,Williams,Stanislaw,16,M,single,carpenter,Manhattan,Russia,675,59411
2027,Becker,Catherine,29,F,married,baker,Brooklyn,Germany,676,32271
2028,Becker,Zofia,6,F,single,none,Brooklyn,Germany,676,20615
2029,Becker,Abraham,21,M,single,merchant,Brooklyn,Germany,676,126976
2030,Becker,Ruth,1,F,single,none,Brooklyn,Germany,676,37059
2031,Becker,Catherine,2,F,single,none,Brooklyn,Germany,676,33045
2032,Novak,Ellen,4,F,single,none,Brooklyn,Russia,677,28247
2033,Novak,Esther,22,F,married,clerk,Brooklyn,Russia,677,49159
2034,Andersen,Ellen,18,F,widowed,laborer,Manhattan,Massachusetts,678,26870
2035,Andersen,Stanislaw,0,M,single,none,Manhattan,Massachusetts,678,33864
2036,Andersen,Gertrud,35,F,single,laborer,Manhattan,Massachusetts,678,25236
2037,Russo,Joseph,8,M,single,none,Manhattan,Russia,679,28683
2038,Russo,Wilhelm,29,M,married,clerk,Manhattan,Russia,679,42521
2039,Russo,Hilda,2,F,single,none,Manhattan,Russia,679,39247
2040,Weber,Mary,7,F,single,none,Brooklyn,Ireland,680,21936
2041,Weber,Teresa,7,F,single,none,Brooklyn,Ireland,680,30928
2042,Davis,Patrick,49,M,single,clerk,Manhattan,New Jersey,681,41831
2043,Davis,Salvatore,71,M,single,typesetter,Manhattan,New Jersey,681,40474
2044,Davis,Giovanni,10,M,single,none,Manhattan,New Jersey,681,38171
2045,Ryan,Karl,5,M,single,none,Manhattan,Germany,682,31075
2046,Ryan,Otto,8,M,single,none,Manhattan,Germany,682,26239
2047,Ryan,Giuseppe,49,M,single,stevedore,Manhattan,Germany,682,31041
2048,Ryan,Teresa,6,F,single,none,Manhattan,Germany,682,22293
2049,Ryan,Teresa,68,F,single,factory worker,Manhattan,Germany,682,41392
2050,Schmidt,Otto,17,M,single,shopkeeper,Bronx,Russia,683,73734
2051,Schmidt,Michael,55,M,widowed,seamstress,Bronx,Russia,683,22149
2052,Schmidt,Marta,15,F,single,none,Bronx,Russia,683,29255
2053,Weber,Greta,62,F,married,milliner,Manhattan,New York,684,34363
2054,Weber,Leah,31,F,single,engineer,Manhattan,New York,684,100254
2055,Weber,Margaret,15,F,single,none,Manhattan,New York,684,29687
2056,Schmidt,Marta,31,F,single,bookkeeper,Manhattan,Ireland,685,57407
2057,Schmidt,Marta,41,F,married,driver,Manhattan,Ireland,685,27804
2058,Schmidt,Mary,11,F,single,none,Manhattan,Ireland,685,35771
2059,Schmidt,Jacob,53,M,married,typesetter,Manhattan,Ireland,685,48645
2060,Stein,Elizabeth,29,F,married,grocer,Manhattan,Ireland,686,39924
2061,Stein,William,73,M,married,porter,Manhattan,Ireland,686,30863
2062,Stein,Ellen,6,F,single,none,Manhattan,Ireland,686,25781
2063,Stein,Hilda,8,F,single,none,Manhattan,Ireland,686,34654
2064,Lewandowski,Bridget,59,F,married,factory worker,Manhattan,Ireland,687,37639
2065,Lewandowski,Rebecca,55,F,single,none,Manhattan,Ireland,687,23601
2066,Silverman,Thomas,13,M,single,tailor,Brooklyn,Ireland,688,34560
2067,Silverman,Patrick,44,M,married,shopkeeper,Brooklyn,Ireland,688,67414
2068,Ivanov,John,12,M,single,stevedore,Manhattan,Russia,689,33871
2069,Ivanov,Teresa,18,F,single,merchant,Manhattan,Russia,689,117526
2070,Ivanov,Josef,34,M,single,bookkeeper,Manhattan,Russia,689,73250
2071,Ivanov,Luigi,26,M,single,laborer,Manhattan,Russia,689,26711
2072,Murphy,Daniel,26,M,widowed,stevedore,Manhattan,Germany,690,34988
2073,Murphy,Rachel,9,F,single,none,Manhattan,Germany,690,27505
2074,Murphy,Teresa,42,F,single,porter,Manhattan,Germany,690,30010
2075,Murphy,Sarah,66,F,single,butcher,Manhattan,Germany,690,47744
2076,Becker,Otto,29,M,married,laborer,Brooklyn,Germany,691,22829
2077,Klein,Josef,44,M,married,machinist,Brooklyn,New York,692,56442
2078,Klein,Giuseppe,36,M,married,butcher,Brooklyn,New York,692,49850
2079,Klein,Jacob,39,M,single,bookkeeper,Brooklyn,New York,692,63206
2080,Klein,Olga,17,F,married,typesetter,Brooklyn,New York,692,43085
2081,Callahan,Rebecca,55,F,married,machinist,Manhattan,Germany,693,44827
2082,Callahan,Abraham,1,M,single,none,Manhattan,Germany,693,34250
2083,Roth,Daniel,19,M,married,servant,Queens,New York,694,19990
2084,Roth,Ellen,28,F,married,bookkeeper,Queens,New York,694,70871
2085,Roth,Giuseppe,75,M,married,seamstress,Queens,New York,694,33969
2086,Roth,Samuel,67,M,single,seamstress,Queens,New York,694,37743
2087,Roth,Luigi,52,M,single,butcher,Queens,New York,694,49598
2088,Klein,Mary,72,F,single,stevedore,Manhattan,Italy,695,35425
2089,Klein,Abraham,53,M,widowed,machinist,Manhattan,Italy,695,43162
2090,Klein,Olga,1,F,single,none,Manhattan,Italy,695,38921
2091,Klein,Patrick,38,M,widowed,driver,Manhattan,Italy,695,46463
2092,Klein,Margaret,0,F,single,none,Manhattan,Italy,695,24533
2093,Ryan,Josef,46,M,single,nurse,Manhattan,New York,696,53701
2094,Fischer,Olga,1,F,single,none,Manhattan,New York,697,30023
2095,Kowalski,Otto,45,M,single,carpenter,Manhattan,New York,698,56621
2096,Kowalski,Mary,62,F,married,laborer,Manhattan,New York,698,25172
2097,Hoffmann,Heinrich,0,M,single,none,Brooklyn,New York,699,38756
2098,Hoffmann,Isaac,5,M,single,none,Brooklyn,New York,699,39431
2099,Hoffmann,Sarah,49,F,widowed,stevedore,Brooklyn,New York,699,45585
2100,Hoffmann,Mary,75,F,single,none,Brooklyn,New York,699,30355
2101,Hoffmann,Sarah,16,F,single,baker,Brooklyn,New York,699,34752
2102,Miller,Heinrich,6,M,single,none,Brooklyn,New York,700,25657
2103,Novak,David,48,M,married,servant,Manhattan,Ireland,701,29661
2104,Novak,John,30,M,single,machinist,Manhattan,Ireland,701,58510
2105,Novak,Margaret,7,F,single,none,Manhattan,Ireland,701,25118
2106,Novak,Bridget,69,F,married,engineer,Manhattan,Ireland,701,102430
2107,Novak,John,52,M,married,carpenter,Manhattan,Ireland,701,44002
2108,Cohen,Josef,10,M,single,none,Brooklyn,Ireland,702,27149
2109,Cohen,Giovanni,50,M,single,porter,Brooklyn,Ireland,702,26535
2110,Cohen,Mary,9,F,single,none,Brooklyn,Ireland,702,31629
2111,Cohen,Giovanni,48,M,single,seamstress,Brooklyn,Ireland,702,32455
2112,Klein,Stanislaw,0,M,single,none,Queens,Ireland,703,22408
2113,Klein,Antonio,2,M,single,none,Queens,Ireland,703,37079
2114,Klein,William,22,M,widowed,clerk,Queens,Ireland,703,57688
2115,Klein,Daniel,16,M,married,factory worker,Queens,Ireland,703,38356
2116,Klein,Josef,41,M,single,factory worker,Queens,Ireland,703,44755
2117,Katz,James,32,M,single,baker,Brooklyn,New Jersey,704,45495
2118,Katz,Boris,58,M,married,shopkeeper,Brooklyn,New Jersey,704,69280
2119,Katz,Stanislaw,65,M,married,tailor,Brooklyn,New Jersey,704,34262
2120,Katz,Isaac,63,M,divorced,tailor,Brooklyn,New Jersey,704,42440
2121,Katz,Teresa,71,F,married,milliner,Brooklyn,New Jersey,704,38357
2122,Miller,Rachel,24,F,single,grocer,Bronx,New York,705,53850
2123,Smith,Esther,3,F,single,none,Manhattan,New York,706,29009
2124,Friedman,Angela,53,F,single,merchant,Manhattan,New Jersey,707,115901
2125,Friedman,William,55,M,married,bookkeeper,Manhattan,New Jersey,707,74681
2126,Friedman,Margaret,1,F,single,none,Manhattan,New Jersey,707,34098
2127,Marino,Hilda,4,F,single,none,Manhattan,Russia,708,39159
2128,Marino,David,36,M,widowed,baker,Manhattan,Russia,708,49442
2129,Marino,Greta,6,F,single,none,Manhattan,Russia,708,27050
2130,Marino,Giuseppe,69,M,married,servant,Manhattan,Russia,708,22229
2131,Goldberg,Boris,30,M,single,teacher,Manhattan,New Jersey,709,64236
2132,Goldberg,Otto,51,M,single,porter,Manhattan,New Jersey,709,27632
2133,Sullivan,Olga,78,F,single,grocer,Manhattan,New York,710,36308
2134,Sullivan,Josef,45,M,single,bookkeeper,Manhattan,New York,710,74587
2135,Sullivan,William,6,M,single,none,Manhattan,New York,710,30675
2136,Sullivan,Margaret,28,F,single,butcher,Manhattan,New York,710,47481
2137,Sullivan,David,60,M,single,stevedore,Manhattan,New York,710,32829
2138,Mueller,Bridget,12,F,single,none,Manhattan,Italy,711,22964
2139,Mueller,William,15,M,single,none,Manhattan,Italy,711,24892
2140,Smith,Elizabeth,34,F,single,laborer,Brooklyn,New York,712,32495
2141,Smith,Josef,18,M,single,baker,Brooklyn,New York,712,37304
2142,Weber,Stanislaw,17,M,married,nurse,Brooklyn,Germany,713,36764
2143,Weber,Luigi,29,M,married,bookkeeper,Brooklyn,Germany,713,67880
2144,Goldberg,Marta,20,F,married,nurse,Manhattan,New York,714,54833
2145,Goldberg,Hilda,22,F,single,bookkeeper,Manhattan,New York,714,73756
2146,Goldberg,Josef,11,M,single,none,Manhattan,New York,714,28302
2147,Ricci,Bridget,70,F,single,laborer,Queens,Ireland,715,38852
2148,Ricci,Anna,55,F,single,milliner,Queens,Ireland,715,25343
2149,Ricci,Bridget,51,F,married,merchant,Queens,Ireland,715,128847
2150,Ricci,Esther,41,F,single,factory worker,Queens,Ireland,715,44044
2151,Novak,David,6,M,single,none,Manhattan,New York,716,21186
2152,Novak,David,2,M,single,none,Manhattan,New York,716,37264
2153,Roth,Zofia,29,F,married,engineer,Brooklyn,Germany,717,97756
2154,Roth,Heinrich,33,M,married,baker,Brooklyn,Germany,717,37589
2155,Roth,Giovanni,17,M,married,grocer,Brooklyn,Germany,717,51260
2156,Roth,Luigi,67,M,married,shopkeeper,Brooklyn,Germany,717,73065
2157,Roth,Wilhelm,6,M,single,none,Brooklyn,Germany,717,24407
2158,Katz,Leah,2,F,single,none,Brooklyn,New York,718,24828
2159,Katz,Daniel,57,M,married,typesetter,Brooklyn,New York,718,53076
2160,Katz,Samuel,42,M,married,engineer,Brooklyn,New York,718,91510
2161,Katz,Marta,9,F,single,none,Brooklyn,New York,718,36702
2162,Katz,Rebecca,17,F,married,clerk,Brooklyn,New York,718,54582
2163,Walsh,Giuseppe,64,M,single,none,Brooklyn,Germany,719,34358
2164,Walsh,Gertrud,65,F,married,carpenter,Brooklyn,Germany,719,53543
2165,Walsh,Michael,9,M,single,none,Brooklyn,Germany,719,25248
2166,Walsh,Antonio,0,M,single,none,Brooklyn,Germany,719,28652
2167,Goldberg,Anna,49,F,single,nurse,Manhattan,Ireland,720,51926
2168,Goldberg,Maria,28,F,married,engineer,Manhattan,Ireland,720,88687
2169,Goldberg,Karl,15,M,single,none,Manhattan,Ireland,720,32601
2170,Goldberg,Giuseppe,0,M,single,none,Manhattan,Ireland,720,22524
2171,Brown,William,62,M,married,servant,Brooklyn,New York,721,32361
2172,Levy,Ellen,5,F,single,none,Brooklyn,Germany,722,26271
2173,Levy,James,13,M,single,none,Brooklyn,Germany,722,22690
2174,Goldberg,Margaret,61,F,married,washerwoman,Manhattan,Ireland,723,22267
2175,Goldberg,Teresa,52,F,single,clerk,Manhattan,Ireland,723,58116
2176,Ricci,Karl,0,M,single,none,Brooklyn,New York,724,26318
2177,Ricci,Joseph,35,M,married,washerwoman,Brooklyn,New York,724,15004
2178,Ricci,Catherine,18,F,single,stevedore,Brooklyn,New York,724,38899
2179,Weber,James,20,M,single,bookkeeper,Manhattan,New York,725,69164
2180,Weber,Friedrich,15,M,single,none,Manhattan,New York,725,25062
2181,Weber,John,3,M,single,none,Manhattan,New York,725,22944
2182,Weber,Stanislaw,16,M,single,baker,Manhattan,New York,725,32899
2183,Russo,Wilhelm,38,M,single,milliner,Brooklyn,Germany,726,29691
2184,Roth,John,8,M,single,none,Manhattan,Italy,727,39783
2185,Roth,Abraham,14,M,single,none,Manhattan,Italy,727,26111
2186,Roth,Daniel,23,M,single,bookkeeper,Manhattan,Italy,727,69382
2187,Roth,Olga,60,F,married,driver,Manhattan,Italy,727,31922
2188,Roth,Marta,2,F,single,none,Manhattan,Italy,727,28602
2189,Klein,Elizabeth,25,F,single,merchant,Manhattan,Germany,728,115198
2190,Klein,Wilhelm,1,M,single,none,Manhattan,Germany,728,28172
2191,Klein,Jacob,40,M,married,porter,Manhattan,Germany,728,24095
2192,Klein,Karl,62,M,single,tailor,Manhattan,Germany,728,50565
2193,Roth,Rosa,5,F,single,none,Brooklyn,Germany,729,25651
2194,Roth,John,7,M,single,none,Brooklyn,Germany,729,38076
2195,Roth,Rachel,57,F,single,carpenter,Brooklyn,Germany,729,50368
2196,Roth,Daniel,21,M,widowed,tailor,Brooklyn,Germany,729,33648
2197,Roth,Jacob,8,M,single,none,Brooklyn,Germany,729,37963
2198,Russo,Ruth,26,F,married,porter,Manhattan,Ireland,730,33501
2199,Russo,Mary,3,F,single,none,Manhattan,Ireland,730,38549
2200,Friedman,Margaret,23,F,married,machinist,Manhattan,Germany,731,52306
2201,Friedman,James,70,M,widowed,none,Manhattan,Germany,731,36891
2202,Friedman,David,0,M,single,none,Manhattan,Germany,731,22062
2203,Friedman,Antonio,16,M,single,washerwoman,Manhattan,Germany,731,27949
2204,Friedman,Esther,70,F,single,stevedore,Manhattan,Germany,731,46975
2205,Roth,Bridget,44,F,married,laborer,Manhattan,New York,732,30694
2206,Roth,Elizabeth,72,F,widowed,seamstress,Manhattan,New York,732,31194
2207,Roth,Mary,59,F,single,teacher,Manhattan,New York,732,60173
